model,task_dir,attempts,llm_calls,accepted_repairs,input_tokens_in_log,output_tokens_in_log,top_action,top_action_count,top_error,top_error_count
claude,o-NR__spec_t__mmu__rl2__lemma_step_Writeback_post_valid_pt_walk_not_wraddr_in_path-20251202-020951,8,14,6,193977,17511,case_analysis,2,AssertFail,6
claude-s4,o-OS__process_manager__container_tree__remove_container_preserve_tree_inv_3-20251204-101112,7,14,5,166977,14256,uselemma,2,AssertFail,5
claude-s4,o-IR__delegation_map_v__impl3__set-20251203-041313,9,14,7,135025,11078,postcondition_repair,2,AssertFail,6
o4mini,o-IR__delegation_map_v__impl3__new-20251126-101920,8,14,2,109205,32154,seqsetmap,3,AssertFail,6
claude-s4,o-NR__impl_u__l1__impl2__lemma_nonempty_implies_interp_contains-20251203-172245,7,14,5,107551,9783,uselemma,2,AssertFail,5
o4mini,o-ST__subregion_read_absolute_aligned2-20251129-075427,9,14,5,100531,54832,precondition_repair,3,AssertFail,6
claude,o-AL__leads_to_framed_by_or-20251201-092700,9,14,7,94555,13709,instantiate_forall,2,AssertFail,6
claude-s4,o-AL__always_implies_to_leads_to-20251203-105736,8,14,7,92754,9770,instantiate_forall,2,AssertFail,5
gpt5,o-NR__impl_u__indexing__lemma_entry_base_from_index-20251127-110207,8,14,7,84909,45591,instantiate_forall,3,AssertFail,6
claude,o-AL__always_implies_preserved_by_always-20251201-075706,8,14,5,83128,15764,instantiate_forall,3,AssertFail,6
claude-s4,o-AL__always_distributed_by_and-20251203-104509,8,14,6,75676,11306,case_analysis,3,AssertFail,6
gpt5,o-NR__spec_t__mmu__defs__x86_arch_spec_upper_bound-20251128-105856,7,14,2,72061,76741,instantiate_forall,3,AssertFail,5
gpt5,o-AL__leads_to_stable-20251125-171645,9,14,7,70622,73652,instantiate_forall,4,AssertFail,6
gpt5,o-MA__bin_sizes__pow2_properties-20251127-154751,11,14,6,70442,56558,plain_text_repair,5,Other,5
gpt5,o-IR__marshal_v__impl0__lemma_serialize_injective-20251126-190100,7,14,2,66444,65913,uselemma,3,AssertFail,5
o4mini,o-NO__spec__unbounded_log__LogRangeMatchesQueue_append_other_augment-20251127-094055,6,14,2,59771,61744,case_analysis,2,AssertFail,4
o4mini,o-NR__spec_t__mmu__defs__x86_arch_exec-20251128-152826,7,14,2,58039,26970,extensional_equality,3,AssertFail,5
o4mini,o-NO__exec__utils__rids_match_add_none-20251127-063438,7,14,2,51705,35252,case_analysis,3,AssertFail,5
claude,o-MA__commit_mask__lemma_obtain_bit_index_2-20251201-094207,11,14,6,51680,10368,bitvassert_repair,6,BitVAssertFail,6
gpt5,o-VE__regular__leb128__impl2__lemma_spec_parse_non_zero-20251129-153810,7,14,5,50545,63392,case_analysis,2,AssertFail,4
gpt5,o-NR__extra__aligned_transitive-20251127-092844,8,14,2,50471,71995,uselemma,4,AssertFail,6
o4mini,o-AL__stable_and_temp-20251125-220102,5,14,2,37004,32966,instantiate_forall,3,AssertFail,3
claude,o-OS__kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint-20251202-071947,8,13,6,690813,14908,uselemma,3,AssertFail,6
claude-s4,o-OS__kernel__syscall_new_proc__impl0__syscall_new_proc_with_endpoint-20251204-054004,8,13,6,633163,8947,uselemma,3,AssertFail,6
claude-s4,o-AC__vreplicaset_controller__proof__liveness__spec__next_with_wf_is_stable-20251203-061423,5,13,1,529098,7534,postcondition_repair,4,PostCondFail,4
claude-s4,o-NR__impl_u__os_refinement__no_overlaps_pmem_applied_mappings-20251203-201827,8,13,6,407840,10101,add_trigger_assert,2,AssertFail,6
gpt5,o-NR__impl_u__os_refinement__extra_mappings_submap-20251127-190320,6,13,4,308363,68045,uselemma,2,AssertFail,4
o4mini,o-NR__impl_u__os_refinement__vaddr_distinct-20251128-071453,6,13,4,285329,48138,instantiate_forall,4,AssertFail,4
gpt5,o-OS__process_manager__impl_base__impl0__block_running_thread_and_change_queue_state_and_set_trap_frame-20251129-080601,9,13,8,266891,59581,postcondition_repair,3,AssertFail,4
claude-s4,o-OS__process_manager__process_tree__new_proc_preserve_tree_inv_5-20251204-132249,8,13,6,223385,12897,instantiate_forall,4,AssertFail,6
o4mini,o-OS__process_manager__spec_proof__impl2__container_subtree_inv-20251129-143152,6,13,4,189616,37664,instantiate_forall,2,AssertFail,4
claude,o-OS__pagetable__pagetable_spec__impl1__ps_entries_exist_in_mapped_pages_l3-20251202-081302,8,13,4,164742,15410,add_trigger_assert,4,AssertFail,6
gpt5,o-OS__process_manager__process_tree__new_proc_preserve_tree_inv_2-20251129-132307,8,13,6,157208,67419,case_analysis,3,AssertFail,6
claude,o-OS__process_manager__process_tree__no_child_imply_no_subtree-20251202-130356,8,13,3,139911,16077,add_trigger_assert,2,AssertFail,6
claude-s4,o-ST__subregion_read_absolute_unaligned3-20251204-101848,7,13,5,131724,9554,seqsetmap,2,AssertFail,5
gpt5,o-OS__pagetable__pagetable_spec__impl1__ps_entries_exist_in_mapped_pages_l3-20251129-031701,8,13,3,130393,68195,instantiate_forall,5,AssertFail,6
claude,o-ST__subregion_write_relative-20251202-124338,9,13,7,120208,13081,instantiate_forall,4,AssertFail,5
claude-s4,o-OS__slinkedlist__spec_impl_u__impl2__remove_helper5-20251204-150355,7,13,5,116547,8310,case_analysis,3,AssertFail,4
claude-s4,o-ST__pmemutil_L_if_no_outstanding_writes_then_flush_is_idempotent-20251204-182654,8,13,4,100205,9393,seqsetmap,3,AssertFail,6
claude,o-ST__pmemutil_L_single_write_crash_effect_on_pm_region_view-20251202-105918,8,13,5,97832,13453,case_analysis,3,AssertFail,6
claude,o-IR__verus_extra__lemma_seq_push_to_set-20251201-113348,8,13,3,92692,12638,seqsetmap,3,AssertFail,6
claude,o-MA__bin_sizes__pow2_properties-20251201-125403,8,13,7,84298,13221,inductive_lemma,2,AssertFail,6
claude,o-IR__verus_extra__lemma_set_map_insert-20251201-113721,8,13,4,79891,12047,instantiate_exists,2,AssertFail,6
o4mini,o-ST__subregion_new-20251129-072638,10,13,6,79183,28261,postcondition_repair,4,AssertFail,5
claude,o-AL__always_double_equality-20251201-075149,8,13,6,77789,13557,instantiate_forall,3,AssertFail,6
claude,o-MA__config-20251201-100301,8,13,5,77417,10766,compute,6,AssertFail,6
o4mini,o-NO__spec__unbounded_log_refines_simplelog__state_at_version_refines-20251127-105448,8,13,2,76177,41559,induction,6,AssertFail,6
o4mini,o-ST__subregion_read_absolute_aligned3-20251129-080056,6,13,4,75626,47435,case_analysis,2,AssertFail,4
claude-s4,o-IR__marshal_v__impl4__lemma_same_views_serialize_the_same-20251203-124317,7,13,4,70947,9777,uselemma,4,AssertFail,5
gpt5,o-NO__spec__utils__seq_to_set_rec_contains-20251127-075151,7,13,5,68077,52848,induction,3,AssertFail,5
claude,o-AL__seq_filter_is_a_subset_of_original_seq-20251130-173026,8,13,6,67092,11282,instantiate_forall,2,AssertFail,6
gpt5,o-IR__marshal_v__impl0__serialize-20251126-192519,10,13,7,64189,54924,postcondition_repair,2,AssertFail,4
o4mini,o-OS__pagetable__pagemap_util_t__page_map_set_kernel_entry_range-20251129-000532,11,13,9,62351,22842,postcondition_repair,4,PostCondFail,4
gpt5,o-OS__pagetable__pagemap_util_t__page_map_set_kernel_entry_range-20251129-060911,11,13,9,61155,31594,postcondition_repair,5,PostCondFail,5
claude-s4,o-MA__bin_sizes__leading_zeros_between_powers_of_2-20251203-170808,7,13,6,54717,9932,postcondition_repair,1,AssertFail,4
gpt5,o-AL__init_invariant_rec-20251126-192025,7,13,4,53946,45813,induction,3,AssertFail,5
gpt5,o-AL__leads_to_rank_step_one_usize_help-20251126-205000,8,13,2,53589,45800,instantiate_forall,5,AssertFail,6
gpt5,o-AL__seq_filter_is_a_subset_of_original_seq-20251125-191152,8,13,6,53076,43482,induction,2,AssertFail,6
gpt5,o-IR__marshal_v__impl3__lemma_view_equal_symmetric-20251126-222955,8,13,2,49616,30294,case_analysis,6,AssertFail,6
claude-s4,o-OS__util__page_ptr_util_u__v2l4index-20251204-153505,13,13,3,47293,7242,postcondition_repair,10,PostCondFail,10
o4mini,o-NR__extra__mod_mult_zero_implies_mod_zero-20251127-133636,7,13,2,40658,32138,nonlinear_arithmetic,3,AssertFail,5
o4mini,o-MA__bin_sizes__lemma_div_by_multiple-20251127-152928,7,13,3,38992,27755,uselemma,2,AssertFail,5
o4mini,o-IR__single_delivery_state_v__impl1__insert-20251127-073409,5,13,2,37985,28498,instantiate_forall,2,AssertFail,3
o4mini,o-IR__verus_extra__lemma_to_set_distributes_over_addition-20251127-115931,6,13,4,37646,26588,instantiate_exists,2,AssertFail,4
o4mini,o-AL__entails_and_temp-20251126-214143,5,13,2,34647,29767,compute,2,AssertFail,3
o4mini,o-OS__kernel__kernel_kill_proc__impl0__helper_kernel_kill_proc_non_root-20251128-162747,7,12,3,343404,61759,extensional_equality,3,AssertFail,5
claude,o-OS__process_manager__impl_base__impl0__block_running_thread_and_change_queue_state_and_set_trap_frame-20251202-100925,9,12,4,323427,12255,postcondition_repair,3,AssertFail,6
gpt5,o-NR__impl_u__os_refinement__lemma_map_soundness_equality-20251127-210554,5,12,3,166562,69759,uselemma,3,AssertFail,3
o4mini,o-OS__process_manager__container_tree__remove_container_preserve_tree_inv_6-20251129-062529,7,12,4,136393,73871,uselemma,2,AssertFail,5
gpt5,o-OS__process_manager__process_tree__new_proc_preserve_tree_inv_5-20251129-141112,7,12,5,122256,67831,instantiate_forall,2,AssertFail,5
gpt5,o-IR__net_sht_v__receive_with_demarshal-20251127-032024,6,12,2,119729,37889,case_analysis,3,AssertFail,4
claude,o-NR__spec_t__mmu__rl2__lemma_finish_iter_walk_prefix_matches_iter_walk-20251202-010311,6,12,2,119023,11373,case_analysis,4,AssertFail,4
o4mini,o-OS__process_manager__process_tree__new_proc_preserve_tree_inv_5-20251129-113605,7,12,6,118434,47331,instantiate_forall,3,AssertFail,5
gpt5,o-NR__impl_u__l1__impl2__lemma_interp_of_entry_disjoint_mappings-20251127-133113,8,12,7,107864,40468,instantiate_forall,2,AssertFail,5
o4mini,o-ST__subregion_read_absolute_unaligned-20251129-080750,6,12,3,97139,50071,seqsetmap,2,AssertFail,4
claude-s4,o-ST__subregion_write_relative3-20251204-105224,8,12,7,88622,9930,case_analysis,2,AssertFail,5
gpt5,o-NR__spec_t__hlproof__unmap_start_preserves_inv-20251128-100300,7,12,6,88530,58355,instantiate_forall,3,AssertFail,5
o4mini,o-OS__process_manager__container_tree__in_child_impy_in_subtree-20251129-033810,7,12,5,80382,43015,instantiate_forall,3,AssertFail,4
claude-s4,o-IR__marshal_v__impl0__serialize-20251203-114110,10,12,8,77710,8063,postcondition_repair,3,PostCondFail,3
claude-s4,o-IR__marshal_v__impl3__lemma_serialize_injective-20251203-122548,6,12,4,67862,7626,postcondition_repair,1,AssertFail,4
claude-s4,o-AL__pack_conditions_to_spec-20251202-191701,7,12,4,64852,9963,instantiate_forall,2,AssertFail,5
claude-s4,o-VE__regular__repetition__impl2__lemma_prefix_secure_helper-20251204-113725,6,12,2,60631,10088,induction,2,AssertFail,4
o4mini,o-ST__subregion_new3-20251129-073041,10,12,7,56632,21085,postcondition_repair,4,AssertFail,5
claude-s4,o-IR__delegation_map_v__impl3__new-20251203-041111,6,12,2,55050,7704,compute,3,AssertFail,4
gpt5,o-ST__pmemutil_L_single_write_crash_effect_on_pm_region_view-20251129-075916,7,12,5,54755,55202,postcondition_repair,2,AssertFail,4
gpt5,o-NR__spec_t__os_invariant__lemma_map_insert_values_equality-20251128-024400,6,12,3,53589,69785,case_analysis,2,AssertFail,4
claude-s4,o-AL__always_double_equality-20251203-104815,6,12,5,52856,7547,instantiate_forall,2,AssertFail,4
o4mini,o-AL__vacuous_leads_to-20251126-042847,7,12,6,48888,39725,instantiate_forall,4,AssertFail,5
gpt5,o-MA__bin_sizes__leading_zeros_between_powers_of_2-20251127-150707,6,12,3,45586,54739,reveal_opaque,2,AssertFail,4
claude-s4,o-OS__util__page_ptr_util_u__v2l3index-20251204-153320,12,12,2,40202,7345,postcondition_repair,10,PostCondFail,10
o4mini,o-IR__marshal_ironsht_specific_v__sorted_keys-20251126-195753,8,12,6,30704,25046,postcondition_repair,3,PostCondFail,3
o4mini,o-MA__bin_sizes__pow2_subtracts-20251127-161203,5,12,3,30630,31505,uselemma,2,AssertFail,3
gpt5,o-MA__layout__mul_mod_right-20251127-020758,6,12,2,28703,19385,integer_ring,3,AssertFail,4
gpt5,o-AC__vreplicaset_controller__proof__liveness__spec__spec_and_invariants_entails_stable_spec_and_invariants-20251126-114009,7,11,5,450569,38864,uselemma,3,AssertFail,5
o4mini,o-OS__kernel__syscall_send_empty_try_schedule__impl0__syscall_send_empty_try_schedule-20251128-194503,6,11,4,324671,25850,uselemma,3,AssertFail,3
o4mini,o-OS__kernel__kernel_drop_endpoint__impl0__kernel_drop_endpoint-20251128-162113,7,11,3,304189,40663,case_analysis,5,AssertFail,5
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_l3-20251204-083811,7,11,5,245031,10639,add_trigger_assert,2,AssertFail,4
claude-s4,o-OS__pagetable__pagetable_impl_base__impl0__get_entry_l4-20251204-084055,8,11,7,234243,8313,precondition_repair,4,PreCondFail,4
claude,o-OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping-20251202-095403,9,11,5,229302,11674,postcondition_repair,5,PostCondFail,5
claude,o-OS__process_manager__process_tree__new_proc_preserve_tree_inv-20251202-125020,8,11,4,157283,22604,uselemma,4,AssertFail,4
gpt5,o-NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__pending_map_is_base_walk-20251128-204807,5,11,3,145220,54526,case_analysis,2,AssertFail,3
gpt5,o-IR__delegation_map_v__impl3__new-20251126-071903,7,11,2,135646,40044,seqsetmap,5,AssertFail,5
claude-s4,o-NR__impl_u__os_refinement__interp_vmem_update_range-20251203-191909,7,11,5,127711,8748,case_analysis,2,AssertFail,5
claude-s4,o-NR__impl_u__l1__impl2__lemma_interp_aux_between-20251203-163304,7,11,5,124126,10402,case_analysis,2,AssertFail,5
claude,o-NR__spec_t__hlproof__unmap_start_preserves_inv-20251201-235750,7,11,6,107253,12344,instantiate_forall,2,AssertFail,5
o4mini,o-NR__spec_t__mmu__rl2__lemma_pt_walk_result_vaddr_indexing_bits_match-20251128-202303,7,11,6,94627,24506,uselemma,4,AssertFail,5
gpt5,o-NR__impl_u__l1__impl2__lemma_interp_of_entry_between-20251127-130421,7,11,6,86545,61666,case_analysis,4,AssertFail,5
o4mini,o-AC__vreplicaset_controller__proof__liveness__spec__invariant_since_phase_i_is_stable-20251126-105519,7,11,6,86220,39313,postcondition_repair,2,AssertFail,4
o4mini,o-ST__logimpl_L_read_of_continuous_range-20251129-234137,5,11,3,84854,44644,postcondition_repair,1,AssertFail,3
gpt5,o-ST__pmemutil_check_cdb-20251129-092827,8,11,6,81730,42773,case_analysis,3,AssertFail,5
gpt5,o-NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert-20251127-114017,7,11,5,78635,70205,case_analysis,2,AssertFail,5
o4mini,o-ST__layout_L_if_no_outstanding_writes_then_can_only_crash_as_state-20251129-224216,6,11,2,78445,24959,instantiate_forall,2,AssertFail,4
claude,o-MA__layout__block_ptr_aligned_to_word-20251201-101138,6,11,3,75595,11141,compute,2,AssertFail,4
claude-s4,o-IR__delegation_map_v__impl1_set-20251203-025451,7,11,5,73026,9128,add_trigger_assert,3,AssertFail,5
gpt5,o-ST__subregion_serialize_and_write_relative-20251129-130035,9,11,5,72923,63538,precondition_repair,4,PreCondFail,4
gpt5,o-ST__subregion_read_absolute_aligned3-20251129-122520,6,11,5,72887,48778,precondition_repair,2,AssertFail,3
claude-s4,o-IR__delegation_map_v__impl4__empty_key_range_is_consistent-20251203-044308,7,11,4,70762,8976,add_trigger_assert,3,AssertFail,5
claude,o-IR__delegation_map_v__impl4__empty_key_range_is_consistent-20251201-001916,7,11,5,69109,13133,case_analysis,2,AssertFail,5
claude,o-AL__tla_forall_always_equality-20251130-185218,7,11,5,64991,11538,add_trigger_assert,3,AssertFail,4
claude,o-IR__marshal_v__impl0__serialize-20251201-062652,9,11,8,61630,7585,postcondition_repair,2,AssertFail,3
claude-s4,o-MA__commit_mask__lemma_bitmask_to_is_bit_set-20251203-184200,7,11,6,55185,6949,instantiate_forall,3,AssertFail,5
gpt5,o-VE__regular__repetition__impl5__lemma_spec_serialize_max_length-20251129-185339,7,11,3,53003,45086,postcondition_repair,3,PostCondFail,3
claude,o-AL__spec_entails_tla_forall-20251130-175036,6,11,4,52678,11111,instantiate_forall,2,AssertFail,4
gpt5,o-NR__spec_t__mmu__translation__lemma_bit_indices_less_512-20251127-224352,10,11,3,52552,43306,bitvassert_repair,7,BitVAssertFail,7
gpt5,o-IR__delegation_map_v__impl1_set-20251126-042535,7,11,6,52037,39699,instantiate_forall,3,AssertFail,5
o4mini,o-NO__spec__linearization__state_at_version_preserves-20251127-080624,7,11,2,51692,29071,induction,5,AssertFail,5
claude-s4,o-IR__delegation_map_v__impl3__find_key-20251203-032645,8,11,6,51670,7161,loopnodec_repair,2,LoopNoDec,2
gpt5,o-MA__commit_mask__lemma_bitmask_to_is_bit_set-20251127-214407,7,11,6,42570,24867,instantiate_forall,3,AssertFail,5
claude,o-AL__leads_to_self_temp-20251130-163225,6,11,4,40415,8105,postcondition_repair,2,PostCondFail,2
gpt5,o-MA__pigeonhole__lemma_nat_range-20251127-022737,6,11,2,37929,38567,induction,4,AssertFail,4
gpt5,o-IR__marshal_ironsht_specific_v__sorted_keys-20251126-174757,7,11,6,35719,41465,loopnodec_repair,1,AssertFail,3
gpt5,o-MA__layout__mod_trans-20251127-015339,6,11,2,33317,44687,integer_ring,2,AssertFail,4
gpt5,o-MA__commit_mask__lemma_obtain_bit_index_1-20251127-215116,6,11,3,29548,33770,postcondition_repair,3,PostCondFail,3
o4mini,o-AL__entails_trans-20251126-221906,4,11,2,24963,21170,postcondition_repair,1,AssertFail,2
gpt5,o-NO__spec__unbounded_log__max_of_set-20251127-071635,5,11,3,23604,43413,postcondition_repair,2,PostCondFail,2
claude,o-AC__vreplicaset_controller__proof__liveness__resource_match__lemma_from_after_receive_list_pods_resp_to_receive_delete_pod_resp-20251130-234500,7,10,5,636124,14518,instantiate_exists,3,AssertFail,4
gpt5,o-OS__kernel__mem_util__impl0__create_entry-20251128-185713,7,10,6,412228,66294,extensional_equality,3,AssertFail,4
claude,o-NR__impl_u__os_refinement__no_overlaps_pmem_applied_mappings-20251201-170121,6,10,4,307616,10545,add_trigger_assert,2,AssertFail,4
claude,o-NR__impl_u__os_refinement__extra_mappings_preserved-20251201-143445,5,10,3,305943,10054,postcondition_repair,1,AssertFail,3
o4mini,o-NR__impl_u__os_refinement__bounds_applied_mappings-20251127-201145,5,10,3,225889,37567,instantiate_forall,2,AssertFail,3
gpt5,o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_os_implies_hl-20251128-002844,6,10,4,170774,56253,instantiate_exists,2,AssertFail,4
claude,o-IR__single_delivery_model_v__impl2__receive_impl-20251201-092107,7,10,5,159261,14169,case_analysis,4,AssertFail,5
claude,o-NR__impl_u__l1__impl2__lemma_interp_of_entry_disjoint_mappings-20251201-145742,6,10,3,155833,9969,seqsetmap,3,AssertFail,4
gpt5,o-NR__spec_t__mmu__rl2__next_step_preserves_wf-20251128-230659,5,10,2,152397,53387,case_analysis,3,AssertFail,3
claude-s4,o-IR__host_impl_v__impl2__real_init_impl-20251203-095248,5,10,3,149148,8758,postcondition_repair,1,AssertFail,3
claude-s4,o-NR__impl_u__os_refinement__os_init_refines_hl_init-20251203-202133,6,10,5,124076,9256,postcondition_repair,1,AssertFail,4
claude,o-IR__delegation_map_v__impl1_to_set-20251130-223800,6,10,3,114636,9382,seqsetmap,2,AssertFail,4
claude-s4,o-ST__subregion_read_absolute_aligned3-20251204-101353,7,10,4,104162,9222,precondition_repair,2,AssertFail,4
o4mini,o-ST__logimpl_setup-20251130-003510,8,10,5,100727,23994,precondition_repair,2,AssertFail,4
gpt5,o-OS__process_manager__process_tree__remove_proc_preserve_tree_inv_2-20251129-153523,6,10,5,98117,48939,case_analysis,2,AssertFail,4
o4mini,o-ST__inv_L_invariants_imply_crash_recover-20251129-214000,6,10,5,93611,27106,uselemma,3,AssertFail,4
